ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
2388 034B 062005,2388,034B,2805 WINCHESTER ST,06/20/2005,WINCHESTER,SOUTHWESTERN,9,"(39.30116609, -76.66377733)"
2388 034I 042514,2388,034I,2819 WINCHESTER ST,04/25/2014,WINCHESTER,SOUTHWESTERN,9,"(39.30115184, -76.66414564)"
2388A001 012210,2388A,001,1201 POPLAR GROVE ST,01/22/2010,WINCHESTER,SOUTHWESTERN,9,"(39.30146987, -76.66505765)"
2388A003 071814,2388A,003,1205 POPLAR GROVE ST,07/18/2014,WINCHESTER,SOUTHWESTERN,9,"(39.30157679, -76.66506455)"
2388A004 103015,2388A,004,1207 POPLAR GROVE ST,10/30/2015,WINCHESTER,SOUTHWESTERN,9,"(39.30163434, -76.66506826)"
2388A010 072911,2388A,010,1219 POPLAR GROVE ST,07/29/2011,WINCHESTER,SOUTHWESTERN,9,"(39.30197989, -76.66509065)"
2388A021 081513,2388A,021,1208 OAKHURST PL,08/15/2013,WINCHESTER,SOUTHWESTERN,9,"(39.30194255, -76.66473443)"
2388A030 013114,2388A,030,1226 OAKHURST PL,01/31/2014,WINCHESTER,SOUTHWESTERN,9,"(39.30230242, -76.66475771)"
2388A032 013107,2388A,032,1201 OAKHURST PL,01/31/2007,WINCHESTER,SOUTHWESTERN,9,"(39.30180038, -76.66421647)"
2388A062 031606,2388A,062,2830 WINCHESTER ST,03/16/2006,WINCHESTER,SOUTHWESTERN,9,"(39.30159961, -76.6646627)"
2388A063 040915,2388A,063,2832 WINCHESTER ST,04/09/2015,WINCHESTER,SOUTHWESTERN,9,"(39.30159774, -76.66471211)"
2388A065 011910,2388A,065,2836 WINCHESTER ST,01/19/2010,WINCHESTER,SOUTHWESTERN,9,"(39.30159403, -76.66481093)"
2391 010 083013,2391,010,2718 WINCHESTER ST,08/30/2013,WINCHESTER,SOUTHWESTERN,9,"(39.30168098, -76.662384)"
2394 021 020111,2394,021,1019 POPLAR GROVE ST,02/01/2011,MOSHER,WESTERN,9,"(39.29999082, -76.6648778)"
2394 023 090210,2394,023,1023 POPLAR GROVE ST,09/02/2010,MOSHER,WESTERN,9,"(39.30008692, -76.66488359)"
2394 029 020713,2394,029,2831 RIGGS AVE,02/07/2013,MOSHER,WESTERN,9,"(39.30005737, -76.66442061)"
2394 035 071206,2394,035,2819 RIGGS AVE,07/12/2006,MOSHER,WESTERN,9,"(39.30006922, -76.66410455)"
2394 047 022412,2394,047,1002 N DUKELAND ST,02/24/2012,MOSHER,WESTERN,9,"(39.29979257, -76.66375347)"
2395 015 031506,2395,015,2728 MOSHER ST,03/15/2006,MOSHER,WESTERN,9,"(39.29957244, -76.66258064)"
2395 021 021315,2395,021,2740 MOSHER ST,02/13/2015,MOSHER,WESTERN,9,"(39.29956228, -76.66287779)"
2395 025 120106,2395,025,2748 MOSHER ST,12/01/2006,MOSHER,WESTERN,9,"(39.29955536, -76.66307987)"
2395 026 072406,2395,026,2750 MOSHER ST,07/24/2006,MOSHER,WESTERN,9,"(39.29955349, -76.66313403)"
2395 027 032908,2395,027,2752 MOSHER ST,03/29/2008,MOSHER,WESTERN,9,"(39.29955172, -76.66318706)"
2395 032 030906,2395,032,1005 N DUKELAND ST,03/09/2006,MOSHER,WESTERN,9,"(39.29985334, -76.66314484)"
2395 056 091212,2395,056,2713 RIGGS AVE,09/12/2012,MOSHER,WESTERN,9,"(39.30013427, -76.66213932)"
2396B011 052814,2396B,011,1021 ASHBURTON ST,05/28/2014,MOSHER,WESTERN,9,"(39.29987015, -76.66143577)"
2396B012 091608,2396B,012,1023 ASHBURTON ST,09/16/2008,MOSHER,WESTERN,9,"(39.29990893, -76.66143797)"
2396B017 072210,2396B,017,1033 ASHBURTON ST,07/22/2010,MOSHER,WESTERN,9,"(39.30010111, -76.66144982)"
2396B021 101008,2396B,021,1041 ASHBURTON ST,10/10/2008,MOSHER,WESTERN,9,"(39.3002547, -76.66145946)"
2400 016 120815,2400,016,1739 BRADDISH AVE,12/08/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30822146, -76.66074076)"
2400 017 082214,2400,017,1737 BRADDISH AVE,08/22/2014,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30818424, -76.66074144)"
2400 021 102407,2400,021,1729 BRADDISH AVE,10/24/2007,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30803535, -76.66072987)"
2400 024 101512,2400,024,1723 BRADDISH AVE,10/15/2012,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30792403, -76.66072376)"
2400 025 031810,2400,025,1721 BRADDISH AVE,03/18/2010,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30788629, -76.66071952)"
2400 026 062014,2400,026,1719 BRADDISH AVE,06/20/2014,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30784769, -76.66072164)"
2400 027 031513,2400,027,1717 BRADDISH AVE,03/15/2013,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30781096, -76.66071432)"
2407 038E 122315,2407,038E,2908 WESTWOOD AVE,12/23/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30833629, -76.66645787)"
2407 038F 032609,2407,038F,2906 WESTWOOD AVE,03/26/2009,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30833819, -76.6664084)"
2408 002 080112,2408,002,2703 BAKER ST,08/01/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30593754, -76.66104124)"
2408 006 042607,2408,006,2711 BAKER ST,04/26/2007,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30592714, -76.66128942)"
2408 024 091306,2408,024,2747 BAKER ST,09/13/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30584206, -76.6625839)"
2408 050 040811,2408,050,1409 N DUKELAND ST,04/08/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30405487, -76.66343472)"
2408 065 103013,2408,065,0  ,10/30/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30471597, -76.6624588)"
2408 066 080813,2408,066,1511 ASHBURTON ST,08/08/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30504175, -76.66185506)"
2409A001A 110806,2409A,001A,2902 PRESSTMAN ST,11/08/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30479461, -76.66571526)"
2470 001 071007,2470,001,2941 MOSHER ST,07/10/2007,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29893614, -76.66679868)"
2470 024 062014,2470,024,940 POPLAR GROVE ST,06/20/2014,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29899538, -76.66548885)"
2470 026 092215,2470,026,936 POPLAR GROVE ST,09/22/2015,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29891723, -76.6654828)"
2470 032 091010,2470,032,920 POPLAR GROVE ST,09/10/2010,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29856694, -76.66565321)"
2470 033 120506,2470,033,918 POPLAR GROVE ST,12/05/2006,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29850961, -76.66564824)"
2470 034 021411,2470,034,914 POPLAR GROVE ST,02/14/2011,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29844873, -76.66565073)"
2470 040 020212,2470,040,2900 W LAFAYETTE AVE,02/02/2012,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29818574, -76.66611607)"
2470 042 051415,2470,042,2904 W LAFAYETTE AVE,05/14/2015,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29817995, -76.66625463)"
2470 043 072012,2470,043,2906 W LAFAYETTE AVE,07/20/2012,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.298177, -76.66632496)"
2470 044 042911,2470,044,2908 W LAFAYETTE AVE,04/29/2011,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29817408, -76.66639512)"
2470 048 011713,2470,048,2916 W LAFAYETTE AVE,01/17/2013,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29816235, -76.66667623)"
2470 049 040207,2470,049,2918 W LAFAYETTE AVE,04/02/2007,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.2981538, -76.66674562)"
2470 062 062608,2470,062,925 N FRANKLINTOWN ROAD,06/26/2008,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29853251, -76.6667953)"
2470 063 071708,2470,063,927 N FRANKLINTOWN ROAD,07/17/2008,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29856825, -76.66677876)"
2470 064 010209,2470,064,929 N FRANKLINTOWN ROAD,01/02/2009,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29860415, -76.66676209)"
2472 016 072505,2472,016,2915 W LANVALE ST,07/25/2005,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.2969247, -76.66586159)"
2472 023 090809,2472,023,2901 W LANVALE ST,09/08/2009,FRANKLINTOWN ROAD,SOUTHWESTERN,9,"(39.29693591, -76.66551513)"
2402 066 051109,2402,066,1713 N DUKELAND ST,05/11/2009,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30824755, -76.66333163)"
2402 070 053006,2402,070,1807 N DUKELAND ST,05/30/2006,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30839649, -76.66336182)"
2402 073 010209,2402,073,1813 N DUKELAND ST,01/02/2009,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30850558, -76.66341374)"
2403 012 061807,2403,012,1622 ASHBURTON ST,06/18/2007,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30661056, -76.66237734)"
2403 023 072111,2403,023,1644 ASHBURTON ST,07/21/2011,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30703384, -76.66240312)"
2403 031 011513,2403,031,2742 BAKER ST,01/15/2013,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30628722, -76.66268332)"
2403 035 071106,2403,035,2750 BAKER ST,07/11/2006,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.3062767, -76.66291)"
2404 011 011615,2404,011,2719 PRESBURY ST,01/16/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30718004, -76.66149679)"
2404 014 040215,2404,014,2713 PRESBURY ST,04/02/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30718508, -76.66135288)"
2404 018 042210,2404,018,2705 PRESBURY ST,04/22/2010,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30719182, -76.66115854)"
2404 019 080912,2404,019,2703 PRESBURY ST,08/09/2012,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.3071935, -76.66111041)"
2404 023 021815,2404,023,1638 BRADDISH AVE,02/18/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30695651, -76.66125306)"
2404 027 050114,2404,027,1630 BRADDISH AVE,05/01/2014,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30680895, -76.66124287)"
2404 044 052110,2404,044,1621 ASHBURTON ST,05/21/2010,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30664135, -76.66174385)"
2404 047 042607,2404,047,1627 ASHBURTON ST,04/26/2007,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30675271, -76.66174754)"
2404 049 101708,2404,049,1631 ASHBURTON ST,10/17/2008,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30682537, -76.66174413)"
2404 053 041211,2404,053,1639 ASHBURTON ST,04/12/2011,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30697635, -76.66176169)"
2406 003 092999,2406,003,2805 W NORTH AVE,09/29/1999,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3088815, -76.66405142)"
2406 004 062110,2406,004,2807 W NORTH AVE,06/21/2010,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30888157, -76.66410306)"
2406 005 070908,2406,005,2809 W NORTH AVE,07/09/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30887761, -76.66415654)"
2406 007 051115,2406,007,2813 W NORTH AVE,05/11/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30887459, -76.66426199)"
2406 008 072506,2406,008,2815 W NORTH AVE,07/25/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30887293, -76.66431498)"
2406 009 052011,2406,009,2817 W NORTH AVE,05/20/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30887159, -76.66436779)"
2406 012 121908,2406,012,2823 W NORTH AVE,12/19/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30886585, -76.66452689)"
2406 013 010605,2406,013,2825 W NORTH AVE,01/06/2005,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30886301, -76.66457949)"
2406 016 090612,2406,016,2831 W NORTH AVE,09/06/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30885793, -76.6647395)"
2406 017 121714,2406,017,2833 W NORTH AVE,12/17/2014,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30885422, -76.66479415)"
2406 019 073112,2406,019,2837 W NORTH AVE,07/31/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30885117, -76.66489953)"
2406 020 111104,2406,020,2839 W NORTH AVE,11/11/2004,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30884929, -76.66495142)"
2406 022 110113,2406,022,2843 W NORTH AVE,11/01/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30884536, -76.66505622)"
2406 030 092106,2406,030,2859 W NORTH AVE,09/21/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30882928, -76.66549143)"
2406 031 010215,2406,031,2861 W NORTH AVE,01/02/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30883297, -76.66554577)"
2406 037 051713,2406,037,1809 POPLAR GROVE ST,05/17/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30843351, -76.66545663)"
2406 038 021507,2406,038,1807 POPLAR GROVE ST,02/15/2007,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30839251, -76.66545434)"
2406 040 083010,2406,040,1803 POPLAR GROVE ST,08/30/2010,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30831106, -76.66544948)"
2406 046 081215,2406,046,1729 POPLAR GROVE ST,08/12/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30788967, -76.66542444)"
2406 047 061714,2406,047,1727 POPLAR GROVE ST,06/17/2014,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30785044, -76.66542219)"
2406 048 051809,2406,048,1725 POPLAR GROVE ST,05/18/2009,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30781104, -76.66541994)"
2406 050 022715,2406,050,1721 POPLAR GROVE ST,02/27/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30773359, -76.66541551)"
2406 052 112015,2406,052,1717 POPLAR GROVE ST,11/20/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3076548, -76.66541099)"
2406 055 070314,2406,055,1711 POPLAR GROVE ST,07/03/2014,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30753748, -76.66540431)"
2406 059 082815,2406,059,1703 POPLAR GROVE ST,08/28/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30738085, -76.66539529)"
2406 061 041108,2406,061,1700 N DUKELAND ST,04/11/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30739942, -76.6637138)"
2406 067 070706,2406,067,1712 N DUKELAND ST,07/07/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30762677, -76.66376696)"
2406 068 030906,2406,068,1714 N DUKELAND ST,03/09/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30766494, -76.6637871)"
2406 070 081108,2406,070,1718 N DUKELAND ST,08/11/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3077415, -76.66379667)"
2406 071 070706,2406,071,1720 N DUKELAND ST,07/07/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3077784, -76.66381122)"
2406 072 100606,2406,072,1722 N DUKELAND ST,10/06/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30781657, -76.6638178)"
2406 073 090313,2406,073,1724 N DUKELAND ST,09/03/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30785398, -76.66383343)"
2406 074 100606,2406,074,1726 N DUKELAND ST,10/06/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30789065, -76.66383951)"
2406 081 060606,2406,081,1800 N DUKELAND ST,06/06/2006,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30819928, -76.6639037)"
2406 083 021508,2406,083,1804 N DUKELAND ST,02/15/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30827496, -76.66392314)"
2406 084 091808,2406,084,1806 N DUKELAND ST,09/18/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30831294, -76.66393287)"
2406 091 030309,2406,091,1820 N DUKELAND ST,03/03/2009,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30857884, -76.66401904)"
2406 097 071111,2406,097,2808 PRESBURY ST,07/11/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30747368, -76.66434819)"
2406 099 083012,2406,099,2812 PRESBURY ST,08/30/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30746685, -76.6644775)"
2406 108 060612,2406,108,2826 WESTWOOD AVE,06/06/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30839658, -76.66484477)"
2407 004 082907,2407,004,1806 POPLAR GROVE ST,08/29/2007,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3083717, -76.66602201)"
2407 005 012913,2407,005,1808 POPLAR GROVE ST,01/29/2013,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3084123, -76.66602468)"
2407 006 042012,2407,006,1810 POPLAR GROVE ST,04/20/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30845175, -76.66602734)"
2407 007 082010,2407,007,1812 POPLAR GROVE ST,08/20/2010,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30849183, -76.66602997)"
2407 008 013107,2407,008,1814 POPLAR GROVE ST,01/31/2007,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30853314, -76.66603091)"
2409B028I 091605,2409B,028I,2818 BRIGHTON ST,09/16/2005,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,9,"(39.30552017, -76.6645986)"
2411 002 021508,2411,002,1702 POPLAR GROVE ST,02/15/2008,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30735869, -76.66592639)"
2411 003 032715,2411,003,1704 POPLAR GROVE ST,03/27/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30739694, -76.66592672)"
2411 010 012012,2411,010,1718 POPLAR GROVE ST,01/20/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3076693, -76.66594003)"
2411 011 112015,2411,011,1720 POPLAR GROVE ST,11/20/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3077177, -76.6659465)"
2411 012 050611,2411,012,1722 POPLAR GROVE ST,05/06/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30776145, -76.66595318)"
2411 017 030111,2411,017,1732 POPLAR GROVE ST,03/01/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30795401, -76.66596603)"
2411 018 071814,2411,018,1734 POPLAR GROVE ST,07/18/2014,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30799267, -76.66596865)"
2411 021 101415,2411,021,2919 WESTWOOD AVE,10/14/2015,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30791499, -76.66663345)"
2411 021A 101711,2411,021A,2921 WESTWOOD AVE,10/17/2011,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.30791095, -76.66668385)"
2411 021B 101212,2411,021B,2923 WESTWOOD AVE,10/12/2012,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,"(39.3079118, -76.66673299)"
