ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
0205 064 122806,0205,064,2107 BOOTH ST,12/28/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28737137, -76.65059329)"
0205 065 122806,0205,065,2109 BOOTH ST,12/28/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28736953, -76.65063562)"
0205 066 080905,0205,066,2111 BOOTH ST,08/09/2005,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28736766, -76.65067842)"
0205 067 033012,0205,067,2113 BOOTH ST,03/30/2012,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28736587, -76.65072048)"
0205 070 030907,0205,070,2119 BOOTH ST,03/09/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28736033, -76.65084736)"
0205 071 060712,0205,071,2121 BOOTH ST,06/07/2012,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28735848, -76.65089)"
0205 072 030907,0205,072,2123 BOOTH ST,03/09/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28735657, -76.65093415)"
0206 002 092909,0206,002,2002 HOLLINS ST,09/29/2009,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28726888, -76.64881407)"
0206 003 121906,0206,003,2004 HOLLINS ST,12/19/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28726618, -76.64886494)"
0206 006 032805,0206,006,2010 HOLLINS ST,03/28/2005,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28725832, -76.64901436)"
0206 010 111604,0206,010,2018 HOLLINS ST,11/16/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28724851, -76.6492101)"
0206 014 101008,0206,014,2026 HOLLINS ST,10/10/2008,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28723888, -76.64940942)"
0206 015 110415,0206,015,2028 HOLLINS ST,11/04/2015,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28723667, -76.6494557)"
0206 019 121307,0206,019,2036 HOLLINS ST,12/13/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28722588, -76.6496499)"
0206 020 110504,0206,020,2040 HOLLINS ST,11/05/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28720717, -76.64969556)"
0206 023 110504,0206,023,2046 HOLLINS ST,11/05/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28720009, -76.64982815)"
0206 024 080512,0206,024,2048 HOLLINS ST,08/05/2012,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28719726, -76.64987264)"
0206 042 112310,0206,042,2007 W BALTIMORE ST,11/23/2010,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28785372, -76.64894955)"
0206 045 031412,0206,045,2001 W BALTIMORE ST,03/14/2012,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28786081, -76.64879794)"
0206 072 052814,0206,072,2020 BOOTH ST,05/28/2014,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28761255, -76.64934159)"
0206 073 043014,0206,073,2018 BOOTH ST,04/30/2014,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28761441, -76.64929944)"
0207 008 112007,0207,008,1930 HOLLINS ST,11/20/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28730999, -76.64782802)"
0207 010 062806,0207,010,1934 HOLLINS ST,06/28/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28730571, -76.64791554)"
0207 011 101408,0207,011,1936 HOLLINS ST,10/14/2008,BOYD-BOOTH,SOUTHWESTERN,9,"(39.2872997, -76.64797499)"
0207 012 040111,0207,012,1938 HOLLINS ST,04/01/2011,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28729702, -76.64801862)"
0207 013 112107,0207,013,1940 HOLLINS ST,11/21/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.287295, -76.64806429)"
0207 019 091406,0207,019,21 S PAYSON ST,09/14/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.2873091, -76.64836099)"
0207 020 070314,0207,020,19 S PAYSON ST,07/03/2014,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28734759, -76.64836364)"
0207 022 082510,0207,022,15 S PAYSON ST,08/25/2010,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28742636, -76.648369)"
0207 025 102008,0207,025,9 S PAYSON ST,10/20/2008,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28754153, -76.64837696)"
0207 026 102306,0207,026,7 S PAYSON ST,10/23/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28757909, -76.64837953)"
0207 028 021408,0207,028,3 S PAYSON ST,02/14/2008,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28765664, -76.64838524)"
0207 030 080206,0207,030,1945 W BALTIMORE ST,08/02/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28786827, -76.64850694)"
0207 050 092909,0207,050,2 S MONROE ST,09/29/2009,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28769346, -76.64710806)"
0207 051 042106,0207,051,2 1/2 S MONROE ST,04/21/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28757228, -76.64714522)"
0207 052 012915,0207,052,4 S MONROE ST,01/29/2015,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28753223, -76.6471435)"
0207 053 071009,0207,053,6 S MONROE ST,07/10/2009,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28749385, -76.6471413)"
0207 054 062310,0207,054,8 S MONROE ST,06/23/2010,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28745423, -76.64713891)"
0207 055 042911,0207,055,10 S MONROE ST,04/29/2011,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28741478, -76.64713663)"
0207 059 091707,0207,059,18 S MONROE ST,09/17/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28725826, -76.64712748)"
0207 068 042911,0207,068,1939 BOOTH ST,04/29/2011,BOYD-BOOTH,SOUTHWESTERN,9,"(39.2874877, -76.64800316)"
0208 016 062614,0208,016,1831 W BALTIMORE ST,06/26/2014,FRANKLIN SQUARE,WESTERN,9,"(39.28794688, -76.64615571)"
0209 003 012916,0209,003,1707 W BALTIMORE ST,01/29/2016,FRANKLIN SQUARE,WESTERN,9,"(39.28809997, -76.64432508)"
0209 009A 032412,0209,009A,1723 W BALTIMORE ST,03/24/2012,FRANKLIN SQUARE,WESTERN,9,"(39.28806597, -76.64477579)"
0209 015 111307,0209,015,11 S FULTON AVE,11/13/2007,FRANKLIN SQUARE,WESTERN,9,"(39.28791859, -76.64494357)"
0209 020 012411,0209,020,21 S FULTON AVE,01/24/2011,FRANKLIN SQUARE,WESTERN,9,"(39.2876996, -76.64493158)"
0209 021 110806,0209,021,23 S FULTON AVE,11/08/2006,FRANKLIN SQUARE,WESTERN,9,"(39.28765933, -76.6449293)"
0209 022 111307,0209,022,25 S FULTON AVE,11/13/2007,FRANKLIN SQUARE,WESTERN,9,"(39.2876154, -76.64492676)"
0210 001 071114,0210,001,1621 W BALTIMORE ST,07/11/2014,FRANKLIN SQUARE,WESTERN,9,"(39.28809402, -76.6436335)"
0210 002 050708,0210,002,1619 W BALTIMORE ST,05/07/2008,FRANKLIN SQUARE,WESTERN,9,"(39.28810623, -76.64358215)"
0210 004 110904,0210,004,1615 W BALTIMORE ST,11/09/2004,FRANKLIN SQUARE,WESTERN,9,"(39.28812873, -76.643463)"
0210 005 072308,0210,005,1611 W BALTIMORE ST,07/23/2008,FRANKLIN SQUARE,WESTERN,9,"(39.28814526, -76.64337539)"
0212 010 031915,0212,010,1620 HOLLINS ST,03/19/2015,UNION SQUARE,SOUTHERN,9,"(39.28759475, -76.64317951)"
0212 019 102607,0212,019,1631 FREDERICK AVE,10/26/2007,UNION SQUARE,SOUTHERN,9,"(39.28776983, -76.64347048)"
0212 025 090605,0212,025,1619 FREDERICK AVE,09/06/2005,UNION SQUARE,SOUTHERN,9,"(39.28787146, -76.64299974)"
0212 026 101312,0212,026,1617 FREDERICK AVE,10/13/2012,UNION SQUARE,SOUTHERN,9,"(39.28787984, -76.64294938)"
0212 027 090805,0212,027,1615 FREDERICK AVE,09/08/2005,UNION SQUARE,SOUTHERN,9,"(39.28788736, -76.642901)"
0212 028 013015,0212,028,1613 FREDERICK AVE,01/30/2015,UNION SQUARE,SOUTHERN,9,"(39.28789413, -76.64285325)"
0213 003 050514,0213,003,1505 W BALTIMORE ST,05/05/2014,FRANKLIN SQUARE,WESTERN,9,"(39.28815791, -76.64128498)"
0213 006 022514,0213,006,1511 W BALTIMORE ST,02/25/2014,FRANKLIN SQUARE,WESTERN,9,"(39.28815087, -76.6414445)"
0213 011 070613,0213,011,1521 W BALTIMORE ST,07/06/2013,FRANKLIN SQUARE,WESTERN,9,"(39.28813684, -76.64176207)"
0213 013 091715,0213,013,1525 W BALTIMORE ST,09/17/2015,FRANKLIN SQUARE,WESTERN,9,"(39.28813032, -76.64190929)"
0213 015 053015,0213,015,1529 W BALTIMORE ST,05/30/2015,FRANKLIN SQUARE,WESTERN,9,"(39.28812398, -76.64205297)"
0214 001 092707,0214,001,1401 W BALTIMORE ST,09/27/2007,FRANKLIN SQUARE,WESTERN,9,"(39.2882646, -76.63968747)"
0214 002 062405,0214,002,1403 W BALTIMORE ST,06/24/2005,FRANKLIN SQUARE,WESTERN,9,"(39.28826187, -76.63974971)"
0214 006 012713,0214,006,1411 W BALTIMORE ST,01/27/2013,FRANKLIN SQUARE,WESTERN,9,"(39.28821112, -76.63999823)"
0214 011 090613,0214,011,1421 W BALTIMORE ST,09/06/2013,FRANKLIN SQUARE,WESTERN,9,"(39.28819742, -76.64034343)"
0214 017 062410,0214,017,1433 W BALTIMORE ST,06/24/2010,FRANKLIN SQUARE,WESTERN,9,"(39.28818299, -76.64070054)"
0214 041 061515,0214,041,8 S CALHOUN ST,06/15/2015,UNION SQUARE,SOUTHERN,9,"(39.28797672, -76.63976382)"
0215 043 041508,0215,043,1300 HOLLINS ST,04/15/2008,UNION SQUARE,SOUTHERN,9,"(39.28777566, -76.63824599)"
0215 047 110906,0215,047,16 S CAREY ST,11/09/2006,UNION SQUARE,SOUTHERN,9,"(39.28803674, -76.63835814)"
0216 046 011409,0216,046,19 S CAREY ST,01/14/2009,HOLLINS MARKET,SOUTHERN,9,"(39.28790892, -76.6378476)"
0216 052 120108,0216,052,1226 HOLLINS ST,12/01/2008,HOLLINS MARKET,SOUTHERN,9,"(39.28773622, -76.6377785)"
0216 059 100815,0216,059,1212 HOLLINS ST,10/08/2015,HOLLINS MARKET,SOUTHERN,9,"(39.28776916, -76.63731382)"
0216 063 022015,0216,063,1204 HOLLINS ST,02/20/2015,HOLLINS MARKET,SOUTHERN,9,"(39.28777531, -76.63709324)"
0217 003 012413,0217,003,1105 W BALTIMORE ST,01/24/2013,HOLLINS MARKET,SOUTHERN,9,"(39.28847371, -76.63555556)"
0217 005 012413,0217,005,1109 W BALTIMORE ST,01/24/2013,HOLLINS MARKET,SOUTHERN,9,"(39.28847003, -76.63570407)"
0217 009 060811,0217,009,1117 W BALTIMORE ST,06/08/2011,HOLLINS MARKET,SOUTHERN,9,"(39.28846927, -76.63582807)"
0217 011 071713,0217,011,1121 W BALTIMORE ST,07/17/2013,HOLLINS MARKET,SOUTHERN,9,"(39.28846463, -76.63593465)"
0218 065 072508,0218,065,1026 BOOTH ST,07/25/2008,HOLLINS MARKET,SOUTHERN,9,"(39.28831221, -76.63473853)"
0219 047 033013,0219,047,16 S POPPLETON ST,03/30/2013,HOLLINS MARKET,SOUTHERN,9,"(39.28819017, -76.63243607)"
0221 018 081307,0221,018,0  ,08/13/2007,SHIPLEY HILL,SOUTHWESTERN,9,"(39.2856317, -76.65225484)"
0221 037C 080610,0221,037C,150 S CALVERTON ROAD,08/06/2010,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28572341, -76.65167351)"
0221 043 052314,0221,043,116 S CALVERTON ROAD,05/23/2014,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28651126, -76.65215168)"
0221 044 022305,0221,044,114 S CALVERTON ROAD,02/23/2005,SHIPLEY HILL,SOUTHWESTERN,9,"(39.2865449, -76.65218488)"
0221 046 012009,0221,046,110 S CALVERTON ROAD,01/20/2009,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28661151, -76.65225043)"
0221 047 121404,0221,047,108 S CALVERTON ROAD,12/14/2004,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28664502, -76.65228337)"
0221 048 032008,0221,048,106 S CALVERTON ROAD,03/20/2008,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28667461, -76.65232095)"
0221 052 123010,0221,052,0  ,12/30/2010,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28581323, -76.65203394)"
0222 002 041415,0222,002,2103 HOLLINS ST,04/14/2015,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28680707, -76.65018312)"
0222 003 110504,0222,003,2105 HOLLINS ST,11/05/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28680483, -76.65023114)"
0222 022 030414,0222,022,2143 HOLLINS ST,03/04/2014,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28677211, -76.65109503)"
0222 026 012109,0222,026,2151 HOLLINS ST,01/21/2009,BOYD-BOOTH,SOUTHWESTERN,9,"(39.2867629, -76.65128886)"
0222 029 110504,0222,029,2157 HOLLINS ST,11/05/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28675587, -76.65143321)"
0271 055 030909,0271,055,351 FURROW ST,03/09/2009,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28311685, -76.65170195)"
0271 056 031109,0271,056,353 FURROW ST,03/11/2009,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2830845, -76.65170006)"
0271 058 080213,0271,058,357 FURROW ST,08/02/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28301362, -76.65169553)"
0271 061 091613,0271,061,306 FURROW ST,09/16/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28363105, -76.65207509)"
0271 064 061114,0271,064,312 FURROW ST,06/11/2014,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28352221, -76.65206867)"
0271 065 100512,0271,065,314 FURROW ST,10/05/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28348665, -76.65206657)"
0271 066 021913,0271,066,316 FURROW ST,02/19/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28345133, -76.65206451)"
0271 069 061914,0271,069,322 FURROW ST,06/19/2014,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28334598, -76.65205833)"
0271 073 012408,0271,073,2222 RAMSAY ST,01/24/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28308688, -76.65197433)"
0271 076 093008,0271,076,2228 RAMSAY ST,09/30/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28308273, -76.65211187)"
0271 077 062508,0271,077,355 S BENTALOU ST,06/25/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28299667, -76.65232195)"
0271 080 121508,0271,080,349 S BENTALOU ST,12/15/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2831301, -76.65232965)"
0271 089 122206,0271,089,331 S BENTALOU ST,12/22/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28343297, -76.65234746)"
0271 092 093015,0271,092,325 S BENTALOU ST,09/30/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28352803, -76.65235302)"
0271 098 021214,0271,098,313 S BENTALOU ST,02/12/2014,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28371733, -76.65236413)"
0271 100 022416,0271,100,309 S BENTALOU ST,02/24/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28378066, -76.65236783)"
0271 101 052008,0271,101,307 S BENTALOU ST,05/20/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28381143, -76.65236968)"
0271 107 111010,0271,107,2223 MCHENRY ST,11/10/2010,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28385854, -76.6520658)"
0223 038 021414,0223,038,2028 FREDERICK AVE,02/14/2014,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28622391, -76.64947007)"
0224 004 060911,0224,004,1914 FREDERICK AVE,06/09/2011,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28677746, -76.64740727)"
0224 010 120613,0224,010,1926 FREDERICK AVE,12/06/2013,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28670728, -76.64768624)"
0224 016 120706,0224,016,31 S PAYSON ST,12/07/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28672789, -76.64823029)"
0224 020 071307,0224,020,1933 HOLLINS ST,07/13/2007,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28691412, -76.64780314)"
0224 021 030913,0224,021,1931 HOLLINS ST,03/09/2013,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28691616, -76.64776216)"
0224 022 051812,0224,022,1929 HOLLINS ST,05/18/2012,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28691824, -76.6477202)"
0224 026 111004,0224,026,1919 HOLLINS ST,11/10/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28695069, -76.64752987)"
0224 030 110504,0224,030,1911 HOLLINS ST,11/05/2004,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28695938, -76.64730674)"
0224 031 073010,0224,031,1909 HOLLINS ST,07/30/2010,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28696127, -76.64726192)"
0224 033 060110,0224,033,1905 HOLLINS ST,06/01/2010,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28696485, -76.64717671)"
0224 035 090806,0224,035,1901 HOLLINS ST,09/08/2006,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28696851, -76.64708944)"
0225 005 122007,0225,005,1807 HOLLINS ST,12/20/2007,FRANKLIN SQUARE,SOUTHERN,9,"(39.28703146, -76.64661657)"
0225 006 102414,0225,006,1809 HOLLINS ST,10/24/2014,FRANKLIN SQUARE,SOUTHERN,9,"(39.28701673, -76.64669568)"
0226 006 010208,0226,006,1912 W LOMBARD ST,01/02/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28630549, -76.64725442)"
0226 007 010208,0226,007,1914 W LOMBARD ST,01/02/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28630452, -76.64729776)"
0226 008 111511,0226,008,1916 W LOMBARD ST,11/15/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28630404, -76.64734092)"
0226 009 071913,0226,009,1918 W LOMBARD ST,07/19/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28629976, -76.64738629)"
0226 014 010708,0226,014,1909 FREDERICK AVE,01/07/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28649999, -76.647175)"
0226 019 100207,0226,019,1919 FREDERICK AVE,10/02/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28645308, -76.64739386)"
0227 001 062910,0227,001,1803 FREDERICK AVE,06/29/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28692897, -76.64563095)"
0227 002 010308,0227,002,1805 FREDERICK AVE,01/03/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28692314, -76.64568293)"
0227 003 070213,0227,003,1807 FREDERICK AVE,07/02/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28691546, -76.64573333)"
0227 007 082611,0227,007,1815 FREDERICK AVE,08/26/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28687858, -76.64592321)"
0227 029 101615,0227,029,1834 W LOMBARD ST,10/16/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28637909, -76.6464887)"
0227 036 042908,0227,036,1820 W LOMBARD ST,04/29/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28639125, -76.64612398)"
0245 010 041211,0245,010,1608 W PRATT ST,04/12/2011,UNION SQUARE,SOUTHERN,9,"(39.28553086, -76.64280421)"
0245 011 120407,0245,011,1606 W PRATT ST,12/04/2007,UNION SQUARE,SOUTHERN,9,"(39.28553311, -76.64275476)"
0246 055 122712,0246,055,1519 LEMMON ST,12/27/2012,UNION SQUARE,SOUTHERN,9,"(39.28575835, -76.64161856)"
0247 028 103114,0247,028,1416 W PRATT ST,10/31/2014,UNION SQUARE,SOUTHERN,9,"(39.2856649, -76.64007978)"
0247 029 062706,0247,029,1414 W PRATT ST,06/27/2006,UNION SQUARE,SOUTHERN,9,"(39.28566736, -76.64002576)"
0247 030 080312,0247,030,1412 W PRATT ST,08/03/2012,UNION SQUARE,SOUTHERN,9,"(39.28566984, -76.63997181)"
0247 031 052114,0247,031,1410 W PRATT ST,05/21/2014,UNION SQUARE,SOUTHERN,9,"(39.28567317, -76.63991987)"
0247 038 102414,0247,038,122 S CALHOUN ST,10/24/2014,UNION SQUARE,SOUTHERN,9,"(39.2857266, -76.6396146)"
0247 046 070808,0247,046,1404 LEMMON ST,07/08/2008,UNION SQUARE,SOUTHERN,9,"(39.286021, -76.63984059)"
0247 051 090308,0247,051,1407 LEMMON ST,09/03/2008,UNION SQUARE,SOUTHERN,9,"(39.28583494, -76.64001754)"
0247 052 052405,0247,052,1409 LEMMON ST,05/24/2005,UNION SQUARE,SOUTHERN,9,"(39.28583305, -76.64005975)"
0247 054 061705,0247,054,1413 LEMMON ST,06/17/2005,UNION SQUARE,SOUTHERN,9,"(39.28582926, -76.64014519)"
0248 024 022316,0248,024,111 S CALHOUN ST,02/23/2016,UNION SQUARE,SOUTHERN,9,"(39.28583312, -76.63912615)"
0248 025 022316,0248,025,113 S CALHOUN ST,02/23/2016,UNION SQUARE,SOUTHERN,9,"(39.2857925, -76.63912342)"
0248 036 100214,0248,036,1314 W PRATT ST,10/02/2014,UNION SQUARE,SOUTHERN,9,"(39.28572723, -76.63860953)"
0248 040 052008,0248,040,1306 W PRATT ST,05/20/2008,UNION SQUARE,SOUTHERN,9,"(39.28573468, -76.63841161)"
0248 050 102711,0248,050,116 S CAREY ST,10/27/2011,UNION SQUARE,SOUTHERN,9,"(39.28604108, -76.63817784)"
0791 039 042414,0791,039,1174 NANTICOKE ST,04/24/2014,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,"(39.28042396, -76.63172374)"
0234 030 013015,0234,030,57 S CARROLLTON AVE,01/30/2015,HOLLINS MARKET,SOUTHERN,9,"(39.28685835, -76.63635282)"
0234 058 112310,0234,058,34 S ARLINGTON AVE,11/23/2010,HOLLINS MARKET,SOUTHERN,9,"(39.28708581, -76.63542155)"
0234 067 120314,0234,067,35 S CARLTON ST,12/03/2014,HOLLINS MARKET,SOUTHERN,9,"(39.28701861, -76.63581193)"
0235 031 120915,0235,031,49 S ARLINGTON AVE,12/09/2015,HOLLINS MARKET,SOUTHERN,9,"(39.28705966, -76.63498379)"
0237 014 022312,0237,014,888 W LOMBARD ST,02/23/2012,HOLLINS MARKET,SOUTHERN,9,"(39.2870795, -76.63151846)"
0237 015 103114,0237,015,888 1/2 W LOMBARD ST,10/31/2014,HOLLINS MARKET,SOUTHERN,9,"(39.28707946, -76.63158922)"
0238 018 101912,0238,018,830 W LOMBARD ST,10/19/2012,HOLLINS MARKET,SOUTHERN,9,"(39.28724973, -76.62919204)"
0239 002 072112,0239,002,200 S SMALLWOOD ST,07/21/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28459788, -76.6515133)"
0239 011 010714,0239,011,218 S SMALLWOOD ST,01/07/2014,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28425317, -76.65149303)"
0239 014 022706,0239,014,201 FURROW ST,02/27/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28458808, -76.65181037)"
0239 017 022706,0239,017,207 FURROW ST,02/27/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28447191, -76.65180399)"
0239 027 050708,0239,027,202 FURROW ST,05/07/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28453396, -76.65220299)"
0239 030 082008,0239,030,208 FURROW ST,08/20/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28441851, -76.65219665)"
0239 034 060508,0239,034,216 FURROW ST,06/05/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28426478, -76.65218818)"
0239 036 111910,0239,036,220 FURROW ST,11/19/2010,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28418818, -76.65218398)"
0239 046 041714,0239,046,2217 W PRATT ST,04/17/2014,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28473555, -76.65185099)"
0239 049 010708,0239,049,2223 W PRATT ST,01/07/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28472692, -76.65215554)"
0239 051 013108,0239,051,2227 W PRATT ST,01/31/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28472264, -76.65224927)"
0239 051A 100513,0239,051A,2229 W PRATT ST,10/05/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28472048, -76.65229701)"
0239 052 071408,0239,052,2229 1/2 W PRATT ST,07/14/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28471801, -76.65235118)"
0239 056 042513,0239,056,201 S BENTALOU ST,04/25/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28443388, -76.65246762)"
0239 064 070606,0239,064,217 S BENTALOU ST,07/06/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28417062, -76.65245164)"
0239 065 010708,0239,065,219 S BENTALOU ST,01/07/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2841383, -76.65244969)"
0241 003 080113,0241,003,2005 FREDERICK AVE,08/01/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28590769, -76.64881713)"
0241 004 110405,0241,004,2007 FREDERICK AVE,11/04/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28589741, -76.64887158)"
0241 010 042209,0241,010,2019 FREDERICK AVE,04/22/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28579548, -76.64929341)"
0241 014 121106,0241,014,2027 FREDERICK AVE,12/11/2006,CARROLLTON RIDGE,SOUTHERN,9,"(39.28563581, -76.64949308)"
0241 038 081012,0241,038,112 S PAYSON ST,08/10/2012,CARROLLTON RIDGE,SOUTHERN,9,"(39.28562354, -76.64875747)"
0242 006 070208,0242,006,1910 W PRATT ST,07/02/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28533809, -76.64720835)"
0242 031 110805,0242,031,125 S PAYSON ST,11/08/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28546431, -76.64829777)"
0242 032 040609,0242,032,123 S PAYSON ST,04/06/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28549682, -76.64829957)"
0242 033 040809,0242,033,121 S PAYSON ST,04/08/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28552993, -76.64830137)"
0242 046 022205,0242,046,1937 W LOMBARD ST,02/22/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28591667, -76.64808356)"
0242 047 091508,0242,047,1935 W LOMBARD ST,09/15/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28591899, -76.64803396)"
0242 048 110305,0242,048,1933 W LOMBARD ST,11/03/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28592122, -76.64798599)"
0242 049 090111,0242,049,1931 W LOMBARD ST,09/01/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28592337, -76.64793925)"
0242 052 041706,0242,052,1925 W LOMBARD ST,04/17/2006,CARROLLTON RIDGE,SOUTHERN,9,"(39.28593018, -76.6477928)"
